master_position,instance_id,instance_text,chunk_id
01:02:19:003,eng:01:02:19:003,that,eng_chk_00208
01:02:19:004,eng:01:02:19:004,the Lord,eng_chk_00227
01:02:19:005,eng:01:02:19:005,spake unto me,eng_chk_00421
00:00:00:001,eng:01:02:19:006,",",eng_chk_00005
01:02:19:006,eng:01:02:19:007,saying,eng_chk_00191
00:00:00:001,eng:01:02:19:008,:,eng_chk_00007
01:02:19:007,eng:01:02:19:009,Blessed,eng_chk_00308
01:02:19:008,eng:01:02:19:010,art thou,eng_chk_00306
00:00:00:001,eng:01:02:19:011,",",eng_chk_00005
01:02:19:009,eng:01:02:19:012,Nephi,eng_chk_00164
00:00:00:001,eng:01:02:19:013,",",eng_chk_00005
01:02:19:010,eng:01:02:19:014,because,eng_chk_00036
01:02:19:011,eng:01:02:19:015,of,eng_chk_00170
01:02:19:012,eng:01:02:19:016,thy faith,eng_chk_00480
00:00:00:001,eng:01:02:19:017,",",eng_chk_00005
01:02:19:013,eng:01:02:19:018,for,eng_chk_00072
01:02:19:014,eng:01:02:19:019,thou hast sought me,eng_chk_00474
01:02:19:015,eng:01:02:19:020,diligently,eng_chk_00328
00:00:00:001,eng:01:02:19:021,",",eng_chk_00005
01:02:19:016,eng:01:02:19:022,with,eng_chk_00289
01:02:19:017,eng:01:02:19:023,lowliness,eng_chk_00387
01:02:19:018,eng:01:02:19:024,of,eng_chk_00170
01:02:19:019,eng:01:02:19:025,heart,eng_chk_00109
00:00:00:001,eng:01:02:19:026,.,eng_chk_00006
01:02:20:001,eng:01:02:20:001,And,eng_chk_00028
01:02:20:002,eng:01:02:20:002,inasmuch as,eng_chk_00378
01:02:20:003,eng:01:02:20:003,ye shall keep,eng_chk_00495
01:02:20:004,eng:01:02:20:004,my commandments,eng_chk_00394
00:00:00:001,eng:01:02:20:005,",",eng_chk_00005
01:02:20:005,eng:01:02:20:006,ye shall prosper,eng_chk_00496
00:00:00:001,eng:01:02:20:007,",",eng_chk_00005
01:02:20:006,eng:01:02:20:008,and,eng_chk_00028
01:02:20:007,eng:01:02:20:009,shall be,eng_chk_00418
01:02:20:008,eng:01:02:20:010,led,eng_chk_00384
01:02:20:009,eng:01:02:20:011,to,eng_chk_00271
01:02:20:010,eng:01:02:20:012,a land,eng_chk_00296
01:02:20:011,eng:01:02:20:013,of,eng_chk_00170
01:02:20:012,eng:01:02:20:014,promise,eng_chk_00409
00:00:00:001,eng:01:02:20:015,;,eng_chk_00008
01:02:20:013,eng:01:02:20:016,yea,eng_chk_00292
00:00:00:001,eng:01:02:20:017,",",eng_chk_00005
01:02:20:014,eng:01:02:20:018,even,eng_chk_00065
01:02:20:015,eng:01:02:20:019,a land,eng_chk_00296
01:02:20:016,eng:01:02:20:020,which,eng_chk_00283
01:02:20:017,eng:01:02:20:021,I have prepared,eng_chk_00372
01:02:20:018,eng:01:02:20:022,for,eng_chk_00072
01:02:20:019,eng:01:02:20:023,you,eng_chk_00497
00:00:00:001,eng:01:02:20:024,;,eng_chk_00008
01:02:20:020,eng:01:02:20:025,yea,eng_chk_00292
00:00:00:001,eng:01:02:20:026,",",eng_chk_00005
01:02:20:021,eng:01:02:20:027,a land,eng_chk_00296
01:02:20:022,eng:01:02:20:028,which,eng_chk_00283
01:02:20:023,eng:01:02:20:029,is,eng_chk_00139
01:02:20:024,eng:01:02:20:030,choice,eng_chk_00310
01:02:20:025,eng:01:02:20:031,above,eng_chk_00016
01:02:20:026,eng:01:02:20:032,all,eng_chk_00022
01:02:20:027,eng:01:02:20:033,other lands,eng_chk_00404
00:00:00:001,eng:01:02:20:034,.,eng_chk_00006
01:02:21:001,eng:01:02:21:001,And,eng_chk_00028
01:02:21:002,eng:01:02:21:002,inasmuch as,eng_chk_00378
01:02:21:003,eng:01:02:21:003,thy brethren,eng_chk_00479
01:02:21:004,eng:01:02:21:004,shall rebel,eng_chk_00419
01:02:21:005,eng:01:02:21:005,against,eng_chk_00303
01:02:21:006,eng:01:02:21:006,thee,eng_chk_00243
00:00:00:001,eng:01:02:21:007,",",eng_chk_00005
01:02:21:007,eng:01:02:21:008,they shall be,eng_chk_00464
01:02:21:008,eng:01:02:21:009,cut off,eng_chk_00317
01:02:21:009,eng:01:02:21:010,from,eng_chk_00335
01:02:21:010,eng:01:02:21:011,the presence,eng_chk_00439
01:02:21:011,eng:01:02:21:012,of,eng_chk_00170
01:02:21:012,eng:01:02:21:013,the Lord,eng_chk_00227
00:00:00:001,eng:01:02:21:014,.,eng_chk_00006
01:02:22:001,eng:01:02:22:001,And,eng_chk_00028
01:02:22:002,eng:01:02:22:002,inasmuch as,eng_chk_00378
01:02:22:003,eng:01:02:22:003,thou shalt keep,eng_chk_00477
01:02:22:004,eng:01:02:22:004,my commandments,eng_chk_00394
00:00:00:001,eng:01:02:22:005,",",eng_chk_00005
01:02:22:005,eng:01:02:22:006,thou shalt be,eng_chk_00476
01:02:22:006,eng:01:02:22:007,made,eng_chk_00388
01:02:22:007,eng:01:02:22:008,a ruler,eng_chk_00298
01:02:22:008,eng:01:02:22:009,and,eng_chk_00028
01:02:22:009,eng:01:02:22:010,a teacher,eng_chk_00300
01:02:22:010,eng:01:02:22:011,over,eng_chk_00177
01:02:22:011,eng:01:02:22:012,thy brethren,eng_chk_00479
00:00:00:001,eng:01:02:22:013,.,eng_chk_00006
01:02:23:001,eng:01:02:23:001,For,eng_chk_00072
01:02:23:002,eng:01:02:23:002,behold,eng_chk_00040
00:00:00:001,eng:01:02:23:003,",",eng_chk_00005
01:02:23:003,eng:01:02:23:004,in,eng_chk_00137
01:02:23:004,eng:01:02:23:005,that day,eng_chk_00427
01:02:23:005,eng:01:02:23:006,that,eng_chk_00208
01:02:23:006,eng:01:02:23:007,they shall rebel,eng_chk_00466
01:02:23:007,eng:01:02:23:008,against,eng_chk_00303
01:02:23:008,eng:01:02:23:009,me,eng_chk_00391
00:00:00:001,eng:01:02:23:010,",",eng_chk_00005
01:02:23:009,eng:01:02:23:011,I will curse them,eng_chk_00374
01:02:23:010,eng:01:02:23:012,even,eng_chk_00065
01:02:23:011,eng:01:02:23:013,with,eng_chk_00289
01:02:23:012,eng:01:02:23:014,a,eng_chk_00009
01:02:23:013,eng:01:02:23:015,sore,eng_chk_00420
01:02:23:014,eng:01:02:23:016,curse,eng_chk_00316
00:00:00:001,eng:01:02:23:017,",",eng_chk_00005
01:02:23:015,eng:01:02:23:018,and,eng_chk_00028
01:02:23:016,eng:01:02:23:019,they shall have,eng_chk_00465
01:02:23:017,eng:01:02:23:020,no power,eng_chk_00401
01:02:23:018,eng:01:02:23:021,over,eng_chk_00177
01:02:23:019,eng:01:02:23:022,thy seed,eng_chk_00482
01:02:23:020,eng:01:02:23:023,except,eng_chk_00331
01:02:23:021,eng:01:02:23:024,they shall rebel,eng_chk_00466
01:02:23:022,eng:01:02:23:025,against,eng_chk_00303
01:02:23:023,eng:01:02:23:026,me,eng_chk_00391
01:02:23:024,eng:01:02:23:027,also,eng_chk_00024
00:00:00:001,eng:01:02:23:028,.,eng_chk_00006
01:02:24:001,eng:01:02:24:001,And,eng_chk_00028
01:02:24:002,eng:01:02:24:002,if it so be that,eng_chk_00375
01:02:24:003,eng:01:02:24:003,they rebel,eng_chk_00462
01:02:24:004,eng:01:02:24:004,against,eng_chk_00303
01:02:24:005,eng:01:02:24:005,me,eng_chk_00391
00:00:00:001,eng:01:02:24:006,",",eng_chk_00005
01:02:24:006,eng:01:02:24:007,they shall be,eng_chk_00464
01:02:24:007,eng:01:02:24:008,a scourge,eng_chk_00299
01:02:24:008,eng:01:02:24:009,unto,eng_chk_00276
01:02:24:009,eng:01:02:24:010,thy seed,eng_chk_00482
00:00:00:001,eng:01:02:24:011,",",eng_chk_00005
01:02:24:010,eng:01:02:24:012,to stir them up,eng_chk_00486
01:02:24:011,eng:01:02:24:013,in,eng_chk_00137
01:02:24:012,eng:01:02:24:014,the ways,eng_chk_00447
01:02:24:013,eng:01:02:24:015,of,eng_chk_00170
01:02:24:014,eng:01:02:24:016,remembrance,eng_chk_00411
00:00:00:001,eng:01:02:24:017,.,eng_chk_00006
